Id,Nom,Data,Positius_diaris,Hospitalitzats_diaris,UCI,Morts_diaris,Recuperats_diaris,Positius,Recuperats,Hospitalitzats,Morts
11,H.UNIVERSIT. DE LA RIBERA,2020-04-24,24,0,4,0.0,3.0,1808,170.0,124.0,24.0
12,H. FRANCESC DE BORJA,2020-04-24,11,0,3,0.0,2.0,1238,114.0,31.0,21.0
13,H. DENIA,2020-04-24,12,0,1,0.0,1.0,808,74.0,18.0,14.0
14,H. LLUIS ALCANYIS,2020-04-24,10,0,4,1.0,4.0,1244,61.0,27.0,31.0
14,H. GNRAL. DE ONTINYENT,2020-04-24,0,0,0,0.0,0.0,2,5.0,0.0,0.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-24,14,1,3,1.0,3.0,1038,132.0,39.0,33.0
16,H. DE LA MARINA BAIXA,2020-04-24,18,1,4,0.0,2.0,2027,251.0,79.0,58.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-24,27,1,9,0.0,2.0,1663,134.0,42.0,17.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-24,24,0,7,0.0,2.0,2329,243.0,67.0,45.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-24,52,2,11,0.0,7.0,3322,262.0,185.0,46.0
20,H.GRAL.UNIV.ELCHE,2020-04-24,27,2,2,0.0,7.0,1841,142.0,112.0,10.0
21,H. VEGA BAJA,2020-04-24,11,1,5,0.0,2.0,656,61.0,19.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-24,30,0,10,0.0,0.0,2340,174.0,83.0,28.0
23,H. DE MANISES,2020-04-24,40,1,9,0.0,4.0,2044,184.0,130.0,39.0
24,H. UNIVERSIT. VINALOPO,2020-04-24,6,0,4,0.0,0.0,815,85.0,37.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-25,14,1,4,0.0,0.0,691,52.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-25,44,0,8,1.0,3.0,3001,207.0,105.0,50.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-25,33,0,5,0.0,1.0,2742,238.0,99.0,36.0
4,H. DE SAGUNTO,2020-04-25,32,1,4,1.0,2.0,1748,151.0,77.0,25.0
5,H. CLINICO DE VALENCIA,2020-04-25,47,5,7,0.0,0.0,2854,225.0,174.0,53.0
6,H. ARNAU DE VILANOVA,2020-04-25,46,0,2,0.0,0.0,2946,224.0,152.0,27.0
7,H. UNIV. I POLITEC. LA FE,2020-04-25,170,2,9,0.0,2.0,7203,316.0,497.0,74.0
8,H. GENERAL DE REQUENA,2020-04-25,9,0,5,0.0,0.0,988,93.0,44.0,27.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-25,86,2,19,0.0,1.0,4495,191.0,283.0,61.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-25,28,1,9,0.0,1.0,3736,303.0,197.0,53.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-25,25,1,4,0.0,0.0,1833,170.0,128.0,24.0
12,H. FRANCESC DE BORJA,2020-04-25,10,0,2,0.0,1.0,1248,115.0,32.0,21.0
13,H. DENIA,2020-04-25,12,0,1,0.0,0.0,820,74.0,19.0,14.0
14,H. LLUIS ALCANYIS,2020-04-25,12,1,4,0.0,0.0,1256,61.0,33.0,31.0
14,H. GNRAL. DE ONTINYENT,2020-04-25,0,0,0,0.0,0.0,2,5.0,0.0,0.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-25,14,0,3,0.0,0.0,1052,132.0,43.0,33.0
16,H. DE LA MARINA BAIXA,2020-04-25,17,0,4,1.0,1.0,2044,252.0,79.0,59.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-25,27,0,9,0.0,0.0,1690,134.0,44.0,17.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-25,25,1,7,0.0,0.0,2354,243.0,70.0,45.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-25,53,0,11,0.0,0.0,3375,262.0,192.0,46.0
20,H.GRAL.UNIV.ELCHE,2020-04-25,30,1,2,0.0,0.0,1871,142.0,120.0,10.0
21,H. VEGA BAJA,2020-04-25,11,0,5,0.0,0.0,667,61.0,21.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-25,28,0,9,0.0,2.0,2368,176.0,81.0,28.0
23,H. DE MANISES,2020-04-25,37,0,9,1.0,2.0,2081,186.0,131.0,40.0
24,H. UNIVERSIT. VINALOPO,2020-04-25,6,0,4,0.0,0.0,821,85.0,37.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-26,14,0,4,0.0,0.0,705,52.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-26,44,0,8,1.0,1.0,3045,208.0,107.0,51.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-26,35,2,6,0.0,0.0,2777,238.0,102.0,36.0
4,H. DE SAGUNTO,2020-04-26,33,2,5,1.0,1.0,1781,152.0,80.0,26.0
5,H. CLINICO DE VALENCIA,2020-04-26,48,1,6,0.0,0.0,2902,225.0,175.0,53.0
6,H. ARNAU DE VILANOVA,2020-04-26,45,0,2,1.0,1.0,2991,225.0,150.0,28.0
7,H. UNIV. I POLITEC. LA FE,2020-04-26,169,1,9,0.0,2.0,7372,318.0,498.0,74.0
8,H. GENERAL DE REQUENA,2020-04-26,9,0,5,0.0,0.0,997,93.0,44.0,27.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-26,89,4,19,0.0,0.0,4584,191.0,288.0,61.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-26,27,0,9,1.0,1.0,3763,304.0,196.0,54.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-26,25,0,4,0.0,0.0,1858,170.0,128.0,24.0
12,H. FRANCESC DE BORJA,2020-04-26,10,1,2,0.0,1.0,1258,116.0,33.0,21.0
13,H. DENIA,2020-04-26,12,0,1,0.0,0.0,832,74.0,19.0,14.0
14,H. LLUIS ALCANYIS,2020-04-26,11,0,4,0.0,0.0,1267,61.0,33.0,31.0
14,H. GNRAL. DE ONTINYENT,2020-04-26,0,0,0,1.0,1.0,2,6.0,-2.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-26,14,0,3,0.0,0.0,1066,132.0,43.0,33.0
16,H. DE LA MARINA BAIXA,2020-04-26,17,0,4,0.0,0.0,2061,252.0,81.0,59.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-26,28,0,10,0.0,0.0,1718,134.0,44.0,17.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-26,24,0,7,0.0,1.0,2378,244.0,69.0,45.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-26,54,1,11,0.0,0.0,3429,262.0,193.0,46.0
20,H.GRAL.UNIV.ELCHE,2020-04-26,30,1,3,0.0,1.0,1901,143.0,120.0,10.0
21,H. VEGA BAJA,2020-04-26,10,0,5,0.0,1.0,677,62.0,20.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-26,28,1,9,1.0,1.0,2396,177.0,82.0,29.0
23,H. DE MANISES,2020-04-26,37,2,9,0.0,3.0,2118,189.0,133.0,40.0
24,H. UNIVERSIT. VINALOPO,2020-04-26,5,0,4,0.0,1.0,826,86.0,36.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-27,14,0,4,0.0,0.0,719,52.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-27,37,0,7,0.0,7.0,3082,215.0,102.0,51.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-27,29,0,6,1.0,7.0,2806,245.0,94.0,37.0
4,H. DE SAGUNTO,2020-04-27,29,2,5,0.0,6.0,1810,158.0,78.0,26.0
5,H. CLINICO DE VALENCIA,2020-04-27,52,5,6,0.0,2.0,2954,227.0,178.0,53.0
6,H. ARNAU DE VILANOVA,2020-04-27,42,1,2,1.0,4.0,3033,229.0,148.0,29.0
7,H. UNIV. I POLITEC. LA FE,2020-04-27,168,4,9,1.0,4.0,7540,322.0,499.0,75.0
8,H. GENERAL DE REQUENA,2020-04-27,9,1,5,1.0,1.0,1006,94.0,43.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-27,80,1,19,1.0,7.0,4664,198.0,281.0,62.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-27,25,1,8,2.0,5.0,3788,309.0,192.0,56.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-27,25,1,4,0.0,1.0,1883,171.0,128.0,24.0
12,H. FRANCESC DE BORJA,2020-04-27,9,0,2,0.0,1.0,1267,117.0,33.0,21.0
13,H. DENIA,2020-04-27,12,1,1,1.0,2.0,844,76.0,17.0,15.0
14,H. LLUIS ALCANYIS,2020-04-27,12,1,5,0.0,1.0,1279,62.0,33.0,31.0
14,H. GNRAL. DE ONTINYENT,2020-04-27,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-27,12,3,3,0.0,3.0,1078,135.0,43.0,33.0
16,H. DE LA MARINA BAIXA,2020-04-27,12,0,3,2.0,5.0,2073,257.0,74.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-27,28,1,8,0.0,1.0,1746,135.0,44.0,17.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-27,23,1,4,0.0,2.0,2401,246.0,69.0,45.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-27,48,2,9,1.0,6.0,3477,268.0,188.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-04-27,30,3,3,0.0,6.0,1931,149.0,118.0,10.0
21,H. VEGA BAJA,2020-04-27,9,0,5,0.0,1.0,686,63.0,20.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-27,26,0,9,0.0,2.0,2422,179.0,82.0,29.0
23,H. DE MANISES,2020-04-27,37,1,9,0.0,5.0,2155,194.0,132.0,40.0
24,H. UNIVERSIT. VINALOPO,2020-04-27,5,0,4,0.0,0.0,831,86.0,37.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-28,14,0,3,0.0,0.0,733,52.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-28,28,0,7,2.0,9.0,3110,224.0,98.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-28,33,2,5,0.0,1.0,2839,246.0,103.0,37.0
4,H. DE SAGUNTO,2020-04-28,25,2,4,2.0,6.0,1835,164.0,78.0,28.0
5,H. CLINICO DE VALENCIA,2020-04-28,47,1,5,2.0,7.0,3001,234.0,172.0,55.0
6,H. ARNAU DE VILANOVA,2020-04-28,37,1,1,3.0,7.0,3070,236.0,144.0,32.0
7,H. UNIV. I POLITEC. LA FE,2020-04-28,155,1,9,1.0,12.0,7695,334.0,492.0,76.0
8,H. GENERAL DE REQUENA,2020-04-28,10,0,5,0.0,0.0,1016,94.0,45.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-28,73,2,19,1.0,5.0,4737,203.0,285.0,63.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-28,24,1,8,0.0,2.0,3812,311.0,198.0,56.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-28,24,0,4,0.0,0.0,1907,171.0,129.0,24.0
12,H. FRANCESC DE BORJA,2020-04-28,7,0,1,2.0,2.0,1274,119.0,30.0,23.0
13,H. DENIA,2020-04-28,12,0,1,0.0,0.0,856,76.0,20.0,15.0
14,H. LLUIS ALCANYIS,2020-04-28,12,0,4,1.0,1.0,1291,63.0,32.0,32.0
14,H. GNRAL. DE ONTINYENT,2020-04-28,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-28,13,1,2,0.0,0.0,1091,135.0,47.0,33.0
16,H. DE LA MARINA BAIXA,2020-04-28,12,1,3,0.0,2.0,2085,259.0,80.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-28,28,2,8,0.0,2.0,1774,137.0,45.0,17.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-28,22,1,4,0.0,3.0,2423,249.0,69.0,45.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-28,46,2,9,0.0,4.0,3523,272.0,193.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-04-28,33,3,3,0.0,1.0,1964,150.0,126.0,10.0
21,H. VEGA BAJA,2020-04-28,10,1,5,0.0,0.0,696,63.0,22.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-28,24,0,9,0.0,2.0,2446,181.0,82.0,29.0
23,H. DE MANISES,2020-04-28,36,0,9,0.0,1.0,2191,195.0,136.0,40.0
24,H. UNIVERSIT. VINALOPO,2020-04-28,5,0,4,0.0,1.0,836,87.0,36.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-29,14,1,3,0.0,1.0,747,53.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-29,25,1,7,0.0,5.0,3135,229.0,105.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-29,33,2,5,1.0,2.0,2872,248.0,103.0,38.0
4,H. DE SAGUNTO,2020-04-29,23,1,4,0.0,3.0,1858,167.0,84.0,28.0
5,H. CLINICO DE VALENCIA,2020-04-29,47,2,4,0.0,2.0,3048,236.0,181.0,55.0
6,H. ARNAU DE VILANOVA,2020-04-29,36,1,0,0.0,2.0,3106,238.0,153.0,32.0
7,H. UNIV. I POLITEC. LA FE,2020-04-29,149,2,9,0.0,7.0,7844,341.0,500.0,76.0
8,H. GENERAL DE REQUENA,2020-04-29,8,0,5,0.0,1.0,1024,95.0,44.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-29,74,1,19,0.0,0.0,4811,203.0,292.0,63.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-29,25,2,8,0.0,1.0,3837,312.0,201.0,56.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-29,20,0,4,0.0,3.0,1927,174.0,126.0,24.0
12,H. FRANCESC DE BORJA,2020-04-29,7,1,1,1.0,1.0,1281,120.0,33.0,24.0
13,H. DENIA,2020-04-29,10,0,1,0.0,2.0,866,78.0,18.0,15.0
14,H. LLUIS ALCANYIS,2020-04-29,12,0,3,0.0,3.0,1303,66.0,31.0,32.0
14,H. GNRAL. DE ONTINYENT,2020-04-29,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-29,10,0,1,1.0,3.0,1101,138.0,43.0,34.0
16,H. DE LA MARINA BAIXA,2020-04-29,10,0,3,0.0,2.0,2095,261.0,80.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-29,28,3,8,1.0,3.0,1802,140.0,46.0,18.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-29,21,1,3,1.0,3.0,2444,252.0,69.0,46.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-29,41,0,8,0.0,3.0,3564,275.0,194.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-04-29,34,2,3,0.0,3.0,1998,153.0,126.0,10.0
21,H. VEGA BAJA,2020-04-29,11,1,4,0.0,0.0,707,63.0,23.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-29,21,0,9,0.0,2.0,2467,183.0,82.0,29.0
23,H. DE MANISES,2020-04-29,33,0,7,1.0,2.0,2224,197.0,134.0,41.0
24,H. UNIVERSIT. VINALOPO,2020-04-29,6,1,4,0.0,0.0,842,87.0,38.0,8.0
1,H. COMARCAL DE VINAROS,2020-04-30,11,0,3,0.0,3.0,758,56.0,26.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-04-30,23,0,7,0.0,2.0,3158,231.0,108.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-04-30,29,0,4,1.0,4.0,2901,252.0,101.0,39.0
4,H. DE SAGUNTO,2020-04-30,21,2,4,0.0,4.0,1879,171.0,85.0,28.0
5,H. CLINICO DE VALENCIA,2020-04-30,51,7,4,1.0,4.0,3099,240.0,185.0,56.0
6,H. ARNAU DE VILANOVA,2020-04-30,36,5,0,0.0,5.0,3142,243.0,155.0,32.0
7,H. UNIV. I POLITEC. LA FE,2020-04-30,137,0,10,0.0,12.0,7981,353.0,495.0,76.0
8,H. GENERAL DE REQUENA,2020-04-30,8,1,5,0.0,0.0,1032,95.0,46.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-04-30,64,0,16,1.0,8.0,4875,211.0,283.0,64.0
10,H.UNIVERSIT. DOCTOR PESET,2020-04-30,22,0,7,1.0,3.0,3859,315.0,198.0,57.0
11,H.UNIVERSIT. DE LA RIBERA,2020-04-30,21,2,4,0.0,2.0,1948,176.0,129.0,24.0
12,H. FRANCESC DE BORJA,2020-04-30,6,0,1,0.0,1.0,1287,121.0,34.0,24.0
13,H. DENIA,2020-04-30,9,0,1,0.0,1.0,875,79.0,19.0,15.0
14,H. LLUIS ALCANYIS,2020-04-30,13,1,3,0.0,0.0,1316,66.0,35.0,32.0
14,H. GNRAL. DE ONTINYENT,2020-04-30,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-04-30,7,0,1,0.0,3.0,1108,141.0,44.0,34.0
16,H. DE LA MARINA BAIXA,2020-04-30,10,2,3,0.0,2.0,2105,263.0,82.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-04-30,26,0,7,0.0,2.0,1828,142.0,48.0,18.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-04-30,17,0,2,1.0,5.0,2461,257.0,67.0,47.0
19,H. GRAL.UNIV. DE ALICANTE,2020-04-30,39,4,8,0.0,3.0,3603,278.0,198.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-04-30,30,1,3,0.0,5.0,2028,158.0,125.0,10.0
21,H. VEGA BAJA,2020-04-30,10,2,5,0.0,4.0,717,67.0,21.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-04-30,18,1,7,2.0,4.0,2485,187.0,79.0,31.0
23,H. DE MANISES,2020-04-30,32,0,7,0.0,0.0,2256,197.0,137.0,41.0
24,H. UNIVERSIT. VINALOPO,2020-04-30,6,0,4,0.0,0.0,848,87.0,38.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-01,10,0,3,0.0,1.0,768,57.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-01,24,1,7,0.0,0.0,3182,231.0,111.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-01,27,0,4,1.0,2.0,2928,254.0,103.0,40.0
4,H. DE SAGUNTO,2020-05-01,20,2,4,1.0,3.0,1899,174.0,87.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-01,49,1,4,1.0,3.0,3148,243.0,187.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-01,36,1,0,1.0,2.0,3178,245.0,158.0,33.0
7,H. UNIV. I POLITEC. LA FE,2020-05-01,135,2,10,0.0,5.0,8116,358.0,504.0,76.0
8,H. GENERAL DE REQUENA,2020-05-01,11,3,5,0.0,0.0,1043,95.0,49.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-01,68,3,15,0.0,3.0,4943,214.0,292.0,64.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-01,20,0,6,1.0,2.0,3879,317.0,199.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-01,19,0,4,0.0,3.0,1967,179.0,128.0,24.0
12,H. FRANCESC DE BORJA,2020-05-01,6,0,1,0.0,0.0,1293,121.0,35.0,24.0
13,H. DENIA,2020-05-01,9,0,1,0.0,0.0,884,79.0,20.0,15.0
14,H. LLUIS ALCANYIS,2020-05-01,13,0,3,0.0,0.0,1329,66.0,35.0,32.0
14,H. GNRAL. DE ONTINYENT,2020-05-01,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-01,7,0,1,0.0,0.0,1115,141.0,47.0,34.0
16,H. DE LA MARINA BAIXA,2020-05-01,10,0,3,0.0,0.0,2115,263.0,84.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-01,27,1,7,0.0,0.0,1855,142.0,51.0,18.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-01,17,0,2,0.0,0.0,2478,257.0,73.0,47.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-01,37,0,8,0.0,0.0,3640,278.0,201.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-05-01,34,4,4,0.0,0.0,2062,158.0,134.0,10.0
21,H. VEGA BAJA,2020-05-01,10,0,5,0.0,0.0,727,67.0,25.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-01,17,1,7,0.0,2.0,2502,189.0,84.0,31.0
23,H. DE MANISES,2020-05-01,32,0,7,0.0,0.0,2288,197.0,137.0,41.0
24,H. UNIVERSIT. VINALOPO,2020-05-01,7,1,4,0.0,0.0,855,87.0,39.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-02,9,0,3,0.0,1.0,777,58.0,28.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-02,23,0,7,0.0,1.0,3205,232.0,110.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-02,25,0,4,0.0,2.0,2953,256.0,104.0,40.0
4,H. DE SAGUNTO,2020-05-02,21,1,4,0.0,0.0,1920,174.0,92.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-02,51,3,4,0.0,2.0,3199,245.0,192.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-02,37,1,0,0.0,0.0,3215,245.0,162.0,33.0
7,H. UNIV. I POLITEC. LA FE,2020-05-02,126,0,10,1.0,9.0,8242,367.0,499.0,77.0
8,H. GENERAL DE REQUENA,2020-05-02,9,0,5,0.0,2.0,1052,97.0,47.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-02,67,1,15,0.0,2.0,5010,216.0,294.0,64.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-02,18,0,6,0.0,2.0,3897,319.0,200.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-02,19,0,4,0.0,1.0,1986,180.0,130.0,24.0
12,H. FRANCESC DE BORJA,2020-05-02,6,0,1,0.0,0.0,1299,121.0,35.0,24.0
13,H. DENIA,2020-05-02,10,1,1,0.0,0.0,894,79.0,21.0,15.0
14,H. LLUIS ALCANYIS,2020-05-02,13,0,2,0.0,0.0,1342,66.0,35.0,32.0
14,H. GNRAL. DE ONTINYENT,2020-05-02,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-02,9,1,1,0.0,0.0,1124,141.0,48.0,34.0
16,H. DE LA MARINA BAIXA,2020-05-02,12,1,3,0.0,0.0,2127,263.0,85.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-02,26,1,7,1.0,2.0,1881,144.0,49.0,19.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-02,17,0,2,0.0,0.0,2495,257.0,73.0,47.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-02,37,0,8,0.0,0.0,3677,278.0,201.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-05-02,38,4,4,0.0,1.0,2100,159.0,137.0,10.0
21,H. VEGA BAJA,2020-05-02,10,0,5,0.0,0.0,737,67.0,25.0,13.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-02,17,0,7,0.0,0.0,2519,189.0,86.0,31.0
23,H. DE MANISES,2020-05-02,32,2,7,1.0,2.0,2320,199.0,136.0,42.0
24,H. UNIVERSIT. VINALOPO,2020-05-02,7,0,4,0.0,0.0,862,87.0,39.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-03,9,0,3,0.0,0.0,786,58.0,29.0,7.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-03,22,0,7,0.0,1.0,3227,233.0,110.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-03,26,3,4,2.0,2.0,2979,258.0,105.0,42.0
4,H. DE SAGUNTO,2020-05-03,23,2,4,0.0,0.0,1943,174.0,94.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-03,53,1,4,0.0,0.0,3252,245.0,195.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-03,37,1,0,1.0,1.0,3252,246.0,161.0,34.0
7,H. UNIV. I POLITEC. LA FE,2020-05-03,121,1,9,1.0,6.0,8363,373.0,503.0,78.0
8,H. GENERAL DE REQUENA,2020-05-03,9,0,5,0.0,0.0,1061,97.0,49.0,28.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-03,68,1,14,0.0,0.0,5078,216.0,297.0,64.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-03,18,0,6,0.0,0.0,3915,319.0,202.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-03,18,0,4,1.0,1.0,2004,181.0,129.0,25.0
12,H. FRANCESC DE BORJA,2020-05-03,6,0,2,0.0,0.0,1305,121.0,35.0,24.0
13,H. DENIA,2020-05-03,10,0,1,0.0,0.0,904,79.0,21.0,15.0
14,H. LLUIS ALCANYIS,2020-05-03,12,0,1,1.0,1.0,1354,67.0,33.0,33.0
14,H. GNRAL. DE ONTINYENT,2020-05-03,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-03,7,0,1,1.0,2.0,1131,143.0,45.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-03,12,0,3,0.0,0.0,2139,263.0,85.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-03,26,0,7,1.0,1.0,1907,145.0,50.0,20.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-03,16,0,2,1.0,1.0,2511,258.0,71.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-03,38,1,8,0.0,1.0,3715,279.0,201.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-05-03,40,3,4,1.0,2.0,2140,161.0,138.0,11.0
21,H. VEGA BAJA,2020-05-03,10,1,4,1.0,1.0,747,68.0,24.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-03,17,1,7,0.0,1.0,2536,190.0,86.0,31.0
23,H. DE MANISES,2020-05-03,33,1,6,0.0,0.0,2353,199.0,140.0,42.0
24,H. UNIVERSIT. VINALOPO,2020-05-03,7,0,4,0.0,1.0,869,88.0,38.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-04,10,2,2,1.0,1.0,796,59.0,29.0,8.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-04,21,0,7,0.0,1.0,3248,234.0,110.0,53.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-04,25,2,3,0.0,6.0,3004,264.0,105.0,42.0
4,H. DE SAGUNTO,2020-05-04,20,0,3,0.0,3.0,1963,177.0,91.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-04,52,2,3,0.0,3.0,3304,248.0,194.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-04,36,0,0,0.0,2.0,3288,248.0,161.0,34.0
7,H. UNIV. I POLITEC. LA FE,2020-05-04,116,1,7,1.0,6.0,8479,379.0,504.0,79.0
8,H. GENERAL DE REQUENA,2020-05-04,9,1,4,1.0,1.0,1070,98.0,48.0,29.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-04,69,1,13,0.0,0.0,5147,216.0,298.0,64.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-04,17,0,6,0.0,1.0,3932,320.0,201.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-04,20,0,4,0.0,0.0,2024,181.0,131.0,25.0
12,H. FRANCESC DE BORJA,2020-05-04,7,1,2,0.0,0.0,1312,121.0,36.0,24.0
