Id,Nom,Data,Positius_diaris,Hospitalitzats_diaris,UCI,Morts_diaris,Recuperats_diaris,Positius,Recuperats,Hospitalitzats,Morts
13,H. DENIA,2020-05-04,9,0,1,0.0,1.0,913,80.0,20.0,15.0
14,H. LLUIS ALCANYIS,2020-05-04,11,0,1,0.0,1.0,1365,68.0,34.0,33.0
14,H. GNRAL. DE ONTINYENT,2020-05-04,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-04,6,1,1,0.0,2.0,1137,145.0,47.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-04,10,0,3,0.0,2.0,2149,265.0,83.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-04,19,0,6,0.0,7.0,1926,152.0,45.0,20.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-04,17,1,2,0.0,1.0,2528,259.0,73.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-04,34,0,8,0.0,4.0,3749,283.0,198.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-05-04,37,3,5,0.0,7.0,2177,168.0,137.0,11.0
21,H. VEGA BAJA,2020-05-04,8,0,4,0.0,2.0,755,70.0,24.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-04,18,1,8,0.0,1.0,2554,191.0,87.0,31.0
23,H. DE MANISES,2020-05-04,29,0,6,0.0,5.0,2382,204.0,135.0,42.0
24,H. UNIVERSIT. VINALOPO,2020-05-04,7,0,4,0.0,0.0,876,88.0,39.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-05,9,0,2,0.0,1.0,805,60.0,30.0,8.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-05,17,0,5,1.0,4.0,3265,238.0,106.0,54.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-05,23,0,3,0.0,2.0,3027,266.0,109.0,42.0
4,H. DE SAGUNTO,2020-05-05,18,1,2,0.0,3.0,1981,180.0,92.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-05,50,2,2,0.0,5.0,3354,253.0,194.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-05,37,1,0,0.0,0.0,3325,248.0,164.0,34.0
7,H. UNIV. I POLITEC. LA FE,2020-05-05,111,0,7,1.0,6.0,8590,385.0,504.0,80.0
8,H. GENERAL DE REQUENA,2020-05-05,7,0,4,0.0,2.0,1077,100.0,48.0,29.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-05,63,1,10,2.0,8.0,5210,224.0,289.0,66.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-05,14,0,5,0.0,3.0,3946,323.0,199.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-05,21,2,4,0.0,2.0,2045,183.0,131.0,25.0
12,H. FRANCESC DE BORJA,2020-05-05,7,0,2,0.0,0.0,1319,121.0,36.0,24.0
13,H. DENIA,2020-05-05,9,0,1,0.0,0.0,922,80.0,21.0,15.0
14,H. LLUIS ALCANYIS,2020-05-05,10,0,1,1.0,2.0,1375,70.0,32.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-05,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-05,10,3,2,0.0,0.0,1147,145.0,52.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-05,9,0,3,0.0,1.0,2158,266.0,84.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-05,18,1,6,1.0,3.0,1944,155.0,49.0,21.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-05,18,2,2,0.0,1.0,2546,260.0,75.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-05,33,2,8,0.0,5.0,3782,288.0,199.0,47.0
20,H.GRAL.UNIV.ELCHE,2020-05-05,34,0,5,0.0,4.0,2211,172.0,140.0,11.0
21,H. VEGA BAJA,2020-05-05,5,0,4,0.0,3.0,760,73.0,23.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-05,19,1,8,0.0,1.0,2573,192.0,88.0,31.0
23,H. DE MANISES,2020-05-05,29,0,6,0.0,1.0,2411,205.0,139.0,42.0
24,H. UNIVERSIT. VINALOPO,2020-05-05,7,0,5,0.0,0.0,883,88.0,39.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-06,8,0,2,1.0,1.0,813,61.0,29.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-06,16,0,5,0.0,1.0,3281,239.0,110.0,54.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-06,21,0,3,0.0,2.0,3048,268.0,109.0,42.0
4,H. DE SAGUNTO,2020-05-06,17,0,2,0.0,1.0,1998,181.0,94.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-06,52,2,2,0.0,0.0,3406,253.0,201.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-06,31,1,0,0.0,8.0,3356,256.0,157.0,34.0
7,H. UNIV. I POLITEC. LA FE,2020-05-06,102,2,6,0.0,11.0,8692,396.0,502.0,80.0
8,H. GENERAL DE REQUENA,2020-05-06,7,0,4,0.0,0.0,1084,100.0,50.0,29.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-06,59,2,10,0.0,8.0,5269,232.0,293.0,66.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-06,17,2,6,0.0,0.0,3963,323.0,204.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-06,25,3,4,1.0,2.0,2070,185.0,133.0,26.0
12,H. FRANCESC DE BORJA,2020-05-06,6,0,0,1.0,1.0,1325,122.0,34.0,25.0
13,H. DENIA,2020-05-06,8,1,0,0.0,2.0,930,82.0,20.0,15.0
14,H. LLUIS ALCANYIS,2020-05-06,8,0,1,0.0,3.0,1383,73.0,32.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-06,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-06,10,1,2,0.0,1.0,1157,146.0,52.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-06,10,0,3,0.0,1.0,2168,267.0,84.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-06,20,2,5,1.0,1.0,1964,156.0,53.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-06,17,2,2,0.0,3.0,2563,263.0,75.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-06,31,2,8,1.0,6.0,3813,294.0,199.0,48.0
20,H.GRAL.UNIV.ELCHE,2020-05-06,31,1,6,0.0,5.0,2242,177.0,140.0,11.0
21,H. VEGA BAJA,2020-05-06,4,0,4,0.0,1.0,764,74.0,25.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-06,20,2,7,1.0,2.0,2593,194.0,88.0,32.0
23,H. DE MANISES,2020-05-06,28,0,3,2.0,2.0,2439,207.0,136.0,44.0
24,H. UNIVERSIT. VINALOPO,2020-05-06,8,1,5,0.0,0.0,891,88.0,40.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-07,7,0,2,0.0,1.0,820,62.0,30.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-07,15,0,5,0.0,1.0,3296,240.0,110.0,54.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-07,21,0,3,0.0,1.0,3069,269.0,110.0,42.0
4,H. DE SAGUNTO,2020-05-07,17,3,1,0.0,3.0,2015,184.0,95.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-07,49,2,2,0.0,5.0,3455,258.0,198.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-07,26,0,0,1.0,5.0,3382,261.0,159.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-07,96,0,6,0.0,6.0,8788,402.0,507.0,80.0
8,H. GENERAL DE REQUENA,2020-05-07,5,0,4,0.0,2.0,1089,102.0,48.0,29.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-07,57,0,9,1.0,2.0,5326,234.0,298.0,67.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-07,18,1,5,0.0,1.0,3981,324.0,204.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-07,27,2,4,0.0,0.0,2097,185.0,138.0,26.0
12,H. FRANCESC DE BORJA,2020-05-07,6,0,0,0.0,0.0,1331,122.0,36.0,25.0
13,H. DENIA,2020-05-07,6,0,0,0.0,2.0,936,84.0,20.0,15.0
14,H. LLUIS ALCANYIS,2020-05-07,8,1,1,0.0,1.0,1391,74.0,35.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-07,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-07,9,0,2,0.0,1.0,1166,147.0,52.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-07,7,0,3,0.0,3.0,2175,270.0,82.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-07,19,1,6,0.0,2.0,1983,158.0,54.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-07,17,2,1,0.0,3.0,2580,266.0,77.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-07,30,2,8,0.0,3.0,3843,297.0,205.0,48.0
20,H.GRAL.UNIV.ELCHE,2020-05-07,33,1,7,0.0,0.0,2275,177.0,146.0,11.0
21,H. VEGA BAJA,2020-05-07,4,0,4,0.0,0.0,768,74.0,26.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-07,18,0,8,0.0,2.0,2611,196.0,89.0,32.0
23,H. DE MANISES,2020-05-07,25,1,3,0.0,4.0,2464,211.0,137.0,44.0
24,H. UNIVERSIT. VINALOPO,2020-05-07,7,1,5,0.0,2.0,898,90.0,39.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-08,6,0,2,0.0,1.0,826,63.0,30.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-08,13,0,5,1.0,3.0,3309,243.0,107.0,55.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-08,18,0,3,0.0,3.0,3087,272.0,108.0,42.0
4,H. DE SAGUNTO,2020-05-08,15,0,1,0.0,3.0,2030,187.0,95.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-08,47,4,2,0.0,6.0,3502,264.0,201.0,57.0
6,H. ARNAU DE VILANOVA,2020-05-08,21,1,0,0.0,6.0,3403,267.0,160.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-08,85,0,5,1.0,12.0,8873,414.0,500.0,81.0
8,H. GENERAL DE REQUENA,2020-05-08,3,0,2,2.0,2.0,1092,104.0,46.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-08,54,0,9,0.0,4.0,5380,238.0,297.0,67.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-08,17,0,5,0.0,1.0,3998,325.0,204.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-08,26,0,4,1.0,3.0,2123,188.0,134.0,27.0
12,H. FRANCESC DE BORJA,2020-05-08,3,0,0,0.0,3.0,1334,125.0,33.0,25.0
13,H. DENIA,2020-05-08,7,1,0,0.0,0.0,943,84.0,23.0,15.0
14,H. LLUIS ALCANYIS,2020-05-08,9,1,1,0.0,0.0,1400,74.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-08,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-08,8,0,4,0.0,1.0,1174,148.0,52.0,35.0
16,H. DE LA MARINA BAIXA,2020-05-08,7,1,3,0.0,2.0,2182,272.0,84.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-08,16,1,6,0.0,4.0,1999,162.0,53.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-08,18,3,0,0.0,2.0,2598,268.0,81.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-08,32,3,9,0.0,1.0,3875,298.0,210.0,48.0
20,H.GRAL.UNIV.ELCHE,2020-05-08,30,2,6,0.0,6.0,2305,183.0,142.0,11.0
21,H. VEGA BAJA,2020-05-08,5,1,4,0.0,0.0,773,74.0,27.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-08,20,3,6,0.0,2.0,2631,198.0,92.0,32.0
23,H. DE MANISES,2020-05-08,20,0,2,4.0,5.0,2484,216.0,132.0,48.0
24,H. UNIVERSIT. VINALOPO,2020-05-08,6,0,4,0.0,1.0,904,91.0,40.0,8.0
1,H. COMARCAL DE VINAROS,2020-05-09,6,0,2,0.0,0.0,832,63.0,31.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-09,13,0,5,0.0,0.0,3322,243.0,111.0,55.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-09,18,0,3,0.0,0.0,3105,272.0,111.0,42.0
4,H. DE SAGUNTO,2020-05-09,15,0,1,0.0,0.0,2045,187.0,98.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-09,47,1,2,1.0,1.0,3549,265.0,206.0,58.0
6,H. ARNAU DE VILANOVA,2020-05-09,21,0,0,0.0,0.0,3424,267.0,166.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-09,87,2,5,0.0,0.0,8960,414.0,515.0,81.0
8,H. GENERAL DE REQUENA,2020-05-09,3,0,2,0.0,0.0,1095,104.0,50.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-09,53,1,8,1.0,2.0,5433,240.0,299.0,68.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-09,17,0,5,0.0,0.0,4015,325.0,205.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-09,24,1,4,0.0,3.0,2147,191.0,136.0,27.0
12,H. FRANCESC DE BORJA,2020-05-09,3,0,0,0.0,0.0,1337,125.0,36.0,25.0
13,H. DENIA,2020-05-09,8,0,0,0.0,0.0,951,84.0,23.0,15.0
14,H. LLUIS ALCANYIS,2020-05-09,10,0,1,0.0,0.0,1410,74.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-09,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-09,9,2,2,1.0,2.0,1183,150.0,52.0,36.0
16,H. DE LA MARINA BAIXA,2020-05-09,7,0,3,0.0,0.0,2189,272.0,86.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-09,17,1,6,0.0,0.0,2016,162.0,58.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-09,17,0,0,0.0,2.0,2615,270.0,81.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-09,32,0,9,1.0,1.0,3907,299.0,209.0,49.0
20,H.GRAL.UNIV.ELCHE,2020-05-09,28,0,6,0.0,2.0,2333,185.0,146.0,11.0
21,H. VEGA BAJA,2020-05-09,6,1,4,0.0,0.0,779,74.0,28.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-09,20,0,6,0.0,0.0,2651,198.0,94.0,32.0
23,H. DE MANISES,2020-05-09,22,2,2,0.0,0.0,2506,216.0,143.0,48.0
24,H. UNIVERSIT. VINALOPO,2020-05-09,5,0,4,1.0,1.0,909,92.0,39.0,9.0
1,H. COMARCAL DE VINAROS,2020-05-10,6,0,2,0.0,0.0,838,63.0,31.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-10,12,0,4,1.0,1.0,3334,244.0,109.0,56.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-10,20,2,3,0.0,0.0,3125,272.0,113.0,42.0
4,H. DE SAGUNTO,2020-05-10,14,0,1,0.0,1.0,2059,188.0,97.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-10,46,0,2,1.0,1.0,3595,266.0,206.0,59.0
6,H. ARNAU DE VILANOVA,2020-05-10,21,0,0,0.0,0.0,3445,267.0,166.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-10,87,0,6,0.0,0.0,9047,414.0,515.0,81.0
8,H. GENERAL DE REQUENA,2020-05-10,3,0,2,0.0,0.0,1098,104.0,50.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-10,53,0,8,0.0,0.0,5486,240.0,302.0,68.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-10,16,0,4,0.0,1.0,4031,326.0,204.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-10,24,0,4,0.0,0.0,2171,191.0,139.0,27.0
12,H. FRANCESC DE BORJA,2020-05-10,4,0,0,0.0,0.0,1341,125.0,36.0,25.0
13,H. DENIA,2020-05-10,8,0,0,0.0,0.0,959,84.0,23.0,15.0
14,H. LLUIS ALCANYIS,2020-05-10,10,0,1,0.0,0.0,1420,74.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-10,0,0,0,0.0,0.0,2,6.0,0.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-10,11,2,2,0.0,0.0,1194,150.0,57.0,36.0
16,H. DE LA MARINA BAIXA,2020-05-10,6,0,3,0.0,1.0,2195,273.0,85.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-10,18,1,6,0.0,0.0,2034,162.0,59.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-10,18,1,0,0.0,0.0,2633,270.0,84.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-10,31,0,9,0.0,0.0,3938,299.0,211.0,49.0
20,H.GRAL.UNIV.ELCHE,2020-05-10,29,1,6,0.0,0.0,2362,185.0,149.0,11.0
21,H. VEGA BAJA,2020-05-10,6,0,4,0.0,0.0,785,74.0,28.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-10,20,1,6,1.0,1.0,2671,199.0,93.0,33.0
23,H. DE MANISES,2020-05-10,23,1,2,0.0,0.0,2529,216.0,144.0,48.0
24,H. UNIVERSIT. VINALOPO,2020-05-10,5,0,4,0.0,0.0,914,92.0,41.0,9.0
1,H. COMARCAL DE VINAROS,2020-05-11,5,0,2,0.0,1.0,843,64.0,30.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-11,12,1,3,0.0,2.0,3346,246.0,110.0,56.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-11,19,0,3,0.0,2.0,3144,274.0,111.0,42.0
4,H. DE SAGUNTO,2020-05-11,18,4,1,0.0,0.0,2077,188.0,102.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-11,43,3,2,0.0,6.0,3638,272.0,205.0,59.0
6,H. ARNAU DE VILANOVA,2020-05-11,19,1,0,0.0,3.0,3464,270.0,164.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-11,80,1,6,1.0,8.0,9127,422.0,507.0,82.0
8,H. GENERAL DE REQUENA,2020-05-11,2,0,2,0.0,1.0,1100,105.0,49.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-11,49,0,8,0.0,4.0,5535,244.0,298.0,68.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-11,15,0,4,0.0,2.0,4046,328.0,203.0,58.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-11,25,1,4,0.0,0.0,2196,191.0,140.0,27.0
12,H. FRANCESC DE BORJA,2020-05-11,4,1,0,0.0,1.0,1345,126.0,36.0,25.0
13,H. DENIA,2020-05-11,8,0,0,0.0,0.0,967,84.0,23.0,15.0
14,H. LLUIS ALCANYIS,2020-05-11,10,2,0,0.0,2.0,1430,76.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-11,1,1,0,0.0,0.0,3,6.0,1.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-11,8,0,0,1.0,3.0,1202,153.0,53.0,37.0
16,H. DE LA MARINA BAIXA,2020-05-11,7,1,3,0.0,2.0,2202,275.0,85.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-11,17,0,5,0.0,1.0,2051,163.0,58.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-11,16,0,0,0.0,2.0,2649,272.0,82.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-11,31,1,6,0.0,1.0,3969,300.0,211.0,49.0
20,H.GRAL.UNIV.ELCHE,2020-05-11,26,0,6,1.0,4.0,2388,189.0,144.0,12.0
21,H. VEGA BAJA,2020-05-11,7,1,4,0.0,0.0,792,74.0,29.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-11,22,2,6,0.0,1.0,2693,200.0,96.0,33.0
23,H. DE MANISES,2020-05-11,19,0,2,2.0,5.0,2548,221.0,137.0,50.0
24,H. UNIVERSIT. VINALOPO,2020-05-11,5,0,4,0.0,0.0,919,92.0,41.0,9.0
1,H. COMARCAL DE VINAROS,2020-05-12,5,0,2,0.0,0.0,848,64.0,31.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-12,12,0,2,0.0,0.0,3358,246.0,112.0,56.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-12,18,0,3,0.0,1.0,3162,275.0,112.0,42.0
4,H. DE SAGUNTO,2020-05-12,16,0,1,0.0,2.0,2093,190.0,100.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-12,43,4,2,1.0,5.0,3681,277.0,209.0,60.0
6,H. ARNAU DE VILANOVA,2020-05-12,20,1,0,0.0,1.0,3484,271.0,167.0,35.0
7,H. UNIV. I POLITEC. LA FE,2020-05-12,71,0,5,0.0,9.0,9198,431.0,507.0,82.0
8,H. GENERAL DE REQUENA,2020-05-12,2,0,2,0.0,0.0,1102,105.0,50.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-12,48,2,8,0.0,3.0,5583,247.0,301.0,68.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-12,14,0,3,1.0,2.0,4060,330.0,202.0,59.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-12,20,0,4,1.0,5.0,2216,196.0,134.0,28.0
12,H. FRANCESC DE BORJA,2020-05-12,7,1,0,0.0,0.0,1352,126.0,38.0,25.0
13,H. DENIA,2020-05-12,6,0,0,0.0,2.0,973,86.0,21.0,15.0
14,H. LLUIS ALCANYIS,2020-05-12,11,0,0,0.0,2.0,1441,78.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-12,2,0,0,0.0,0.0,5,6.0,1.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-12,7,0,0,0.0,2.0,1209,155.0,55.0,37.0
16,H. DE LA MARINA BAIXA,2020-05-12,6,1,3,0.0,2.0,2208,277.0,86.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-12,18,2,5,0.0,1.0,2069,164.0,60.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-12,11,0,0,0.0,7.0,2660,279.0,77.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-12,29,0,5,1.0,2.0,3998,302.0,209.0,50.0
20,H.GRAL.UNIV.ELCHE,2020-05-12,22,0,5,1.0,6.0,2410,195.0,142.0,13.0
21,H. VEGA BAJA,2020-05-12,8,1,4,0.0,0.0,800,74.0,30.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-12,21,1,4,0.0,3.0,2714,203.0,95.0,33.0
23,H. DE MANISES,2020-05-12,20,0,2,0.0,1.0,2568,222.0,143.0,50.0
24,H. UNIVERSIT. VINALOPO,2020-05-12,5,1,4,0.0,1.0,924,93.0,41.0,9.0
1,H. COMARCAL DE VINAROS,2020-05-13,4,0,1,0.0,1.0,852,65.0,30.0,9.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-13,9,0,1,0.0,3.0,3367,249.0,109.0,56.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-13,16,0,2,1.0,3.0,3178,278.0,109.0,43.0
4,H. DE SAGUNTO,2020-05-13,15,0,1,0.0,1.0,2108,191.0,101.0,29.0
5,H. CLINICO DE VALENCIA,2020-05-13,42,0,3,0.0,4.0,3723,281.0,211.0,60.0
6,H. ARNAU DE VILANOVA,2020-05-13,17,0,0,1.0,3.0,3501,274.0,164.0,36.0
7,H. UNIV. I POLITEC. LA FE,2020-05-13,67,0,5,0.0,4.0,9265,435.0,512.0,82.0
8,H. GENERAL DE REQUENA,2020-05-13,3,1,2,0.0,0.0,1105,105.0,51.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-13,44,1,6,2.0,6.0,5627,253.0,297.0,70.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-13,14,0,3,0.0,0.0,4074,330.0,205.0,59.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-13,19,1,4,0.0,2.0,2235,198.0,139.0,28.0
12,H. FRANCESC DE BORJA,2020-05-13,9,1,0,0.0,0.0,1361,126.0,39.0,25.0
13,H. DENIA,2020-05-13,5,0,0,0.0,1.0,978,87.0,22.0,15.0
14,H. LLUIS ALCANYIS,2020-05-13,9,2,0,0.0,4.0,1450,82.0,37.0,34.0
14,H. GNRAL. DE ONTINYENT,2020-05-13,2,0,0,0.0,0.0,7,6.0,1.0,1.0
15,H. VIRGEN DE LOS LIRIOS,2020-05-13,6,0,0,0.0,2.0,1215,157.0,55.0,37.0
16,H. DE LA MARINA BAIXA,2020-05-13,5,0,3,0.0,2.0,2213,279.0,86.0,61.0
17,H. UNIVERSITARIO SAN JUAN,2020-05-13,17,0,5,0.0,1.0,2086,165.0,60.0,22.0
18,H.GRAL.UNIVERSIT. DE ELDA,2020-05-13,12,2,1,0.0,1.0,2672,280.0,85.0,48.0
19,H. GRAL.UNIV. DE ALICANTE,2020-05-13,25,0,5,1.0,5.0,4023,307.0,206.0,51.0
20,H.GRAL.UNIV.ELCHE,2020-05-13,19,1,6,0.0,5.0,2429,200.0,145.0,13.0
21,H. VEGA BAJA,2020-05-13,9,2,5,0.0,1.0,809,75.0,31.0,14.0
22,H.UNIVERSIT.DE TORREVIEJA,2020-05-13,19,1,4,0.0,3.0,2733,206.0,96.0,33.0
23,H. DE MANISES,2020-05-13,19,0,2,0.0,1.0,2587,223.0,143.0,50.0
24,H. UNIVERSIT. VINALOPO,2020-05-13,5,0,4,0.0,0.0,929,93.0,42.0,9.0
1,H. COMARCAL DE VINAROS,2020-05-14,4,1,1,1.0,2.0,856,67.0,29.0,10.0
2,H.GRAL.UNIV. DE CASTELLON,2020-05-14,9,0,1,0.0,0.0,3376,249.0,112.0,56.0
3,H. UNIVERSIT. DE LA PLANA,2020-05-14,14,0,2,0.0,2.0,3192,280.0,111.0,43.0
4,H. DE SAGUNTO,2020-05-14,13,1,1,1.0,3.0,2121,194.0,99.0,30.0
5,H. CLINICO DE VALENCIA,2020-05-14,34,1,3,1.0,9.0,3757,290.0,206.0,61.0
6,H. ARNAU DE VILANOVA,2020-05-14,15,0,0,0.0,2.0,3516,276.0,166.0,36.0
7,H. UNIV. I POLITEC. LA FE,2020-05-14,67,3,5,1.0,4.0,9332,439.0,514.0,83.0
8,H. GENERAL DE REQUENA,2020-05-14,3,0,2,0.0,0.0,1108,105.0,51.0,31.0
9,C.H.GRAL.UNIV.DE VALENCIA,2020-05-14,43,2,5,1.0,5.0,5670,258.0,301.0,71.0
10,H.UNIVERSIT. DOCTOR PESET,2020-05-14,15,1,3,0.0,0.0,4089,330.0,206.0,59.0
11,H.UNIVERSIT. DE LA RIBERA,2020-05-14,17,0,4,0.0,2.0,2252,200.0,139.0,28.0
12,H. FRANCESC DE BORJA,2020-05-14,8,1,0,0.0,2.0,1369,128.0,38.0,25.0
13,H. DENIA,2020-05-14,5,0,0,0.0,1.0,983,88.0,22.0,15.0
14,H. LLUIS ALCANYIS,2020-05-14,8,1,0,0.0,3.0,1458,85.0,39.0,34.0
