date,infected,all_infected,newly_infected,recovered,detected,all_detected,ratio_detected,hospitalized,icu,dead,r,percent_new_infected
2020-07-14,26555.0,169020.0,1223.0,141878.0,3540.6666666666665,22536.0,0.13333333333333333,610.765,122.153,2253.6,1.0333680917622523,0.007235787269037575
2020-07-15,26800.0,170182.0,1162.0,142793.0,3573.3333333333335,22690.933333333334,0.13333333333333333,616.4,123.28,2269.0933333333332,1.0600858369098713,0.00682794403671342
2020-07-16,27132.0,171433.0,1251.0,143710.0,3617.6,22857.733333333334,0.13333333333333333,624.036,124.8072,2285.7733333333335,1.0817884405670666,0.007297268919817539
2020-07-17,27438.0,172704.0,1271.0,144673.0,3658.4,23027.2,0.13333333333333333,631.074,126.2148,2302.72,1.1490750816104462,0.007359370024029414
2020-07-18,27880.0,174061.0,1357.0,145583.0,3717.3333333333335,23208.13333333333,0.13333333333333333,641.24,128.24800000000002,2320.8133333333335,1.0621761658031088,0.007796072663763486
2020-07-19,28219.0,175377.0,1316.0,146558.0,3762.5333333333333,23383.6,0.13333333333333333,649.037,129.8074,2338.36,0.9770491803278688,0.007503791809691067
2020-07-20,28565.0,176681.0,1304.0,147512.0,3808.6666666666665,23557.466666666667,0.13333333333333333,656.995,131.399,2355.7466666666664,1.0992835209825997,0.007380491504510929
2020-07-21,28858.0,177962.0,1281.0,148494.0,3847.733333333333,23728.266666666666,0.13333333333333333,663.734,132.7468,2372.826666666667,1.011482254697286,0.00719812545304361
2020-07-22,29139.0,179256.0,1294.0,149502.0,3885.2,23900.8,0.13333333333333333,670.197,134.0394,2390.08,1.0951417004048583,0.007218686020629599
2020-07-23,29435.0,180549.0,1293.0,150494.0,3924.6666666666665,24073.2,0.13333333333333333,677.005,135.401,2407.32,1.104639684106614,0.007161451121572971
2020-07-24,29792.0,181924.0,1375.0,151508.0,3972.2666666666664,24256.533333333333,0.13333333333333333,685.216,137.0432,2425.653333333333,1.0972918756268806,0.007558059639961523
2020-07-25,30215.0,183310.0,1386.0,152470.0,4028.6666666666665,24441.333333333332,0.13333333333333333,694.9449999999999,138.989,2444.133333333333,0.9941060903732809,0.007560921057656114
2020-07-26,30588.0,184659.0,1349.0,153443.0,4078.4,24621.2,0.13333333333333333,703.524,140.7048,2462.12,1.1048805815160956,0.007305317881511968
2020-07-27,30993.0,186061.0,1402.0,154430.0,4132.4,24808.13333333333,0.13333333333333333,712.8389999999999,142.5678,2480.8133333333335,1.0399590163934427,0.007535122701035139
2020-07-28,31241.0,187420.0,1359.0,155536.0,4165.466666666666,24989.333333333332,0.13333333333333333,718.543,143.70860000000002,2498.9333333333334,1.0872617853560682,0.007251055111220194
2020-07-29,31590.0,188841.0,1421.0,156603.0,4212.0,25178.8,0.13333333333333333,726.5699999999999,145.314,2517.88,1.117011701170117,0.0075248090996706245
2020-07-30,32013.0,190317.0,1476.0,157652.0,4268.4,25375.6,0.13333333333333333,736.299,147.2598,2537.56,1.1343283582089552,0.0077554408936621865
2020-07-31,32404.0,191783.0,1466.0,158723.0,4320.533333333333,25571.066666666666,0.13333333333333333,745.292,149.0584,2557.1066666666666,1.0617283950617284,0.00764401618487465
